ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
78NR	View	Read all the Murals in the Sunken Pyramid	A Slayer level of 99 is required. A minimum of 110 souls must be captured and registered in your Slayerdex.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
DVYZ	View	Unlock the 'Salty' title	The title can be obtained by completing most content in The Arc.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
WZ9X	View	Unlock the 'Sandy' title	The title can be unlocked by completing most content in Menaphos.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
4JZE	View	Unlock the Battle Robes of Cruor	The outfit is unlocked by using the intricate blood stained chest, which is obtained as a drop from Nex: Angel of Death.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
XJ5Y	View	Unlock the Battle Robes of Fumus	The outfit is unlocked by using the intricate smoke shrouded chest, which is obtained as a drop from Nex: Angel of Death.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
NY8W	View	Unlock the Battle Robes of Glacies	The outfit is unlocked by using the intricate ice chest, which is obtained as a drop from Nex: Angel of Death.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
JXN3	View	Unlock the Battle Robes of Umbra	The outfit is unlocked by using the intricate shadow chest, which is obtained as a drop from Nex: Angel of Death.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
4EMW	View	Unlock the Malevolence, Desolation, Affliction, and Ruination curses	A total of 4 Praesul codices are required to unlock the Malevolence, Desolation, Affliction, and Ruination curses.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
GZJ2	View	Upgrade Zez for the fifth time	Zez upgrades for the fifth time upon reaching 30k total Runescore.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
YZ9X	View	Purchase a Max cape	Purchasing a Max cape costs 2,772k gp. It can be purchased from Max, who can be found roaming around Varrock, or alternatively, Elen, who can be found in the Max Guild in Prifddinas.	4	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
5QGR	View	Obtain the Death Scythe	Unlocked upon completion of 100 Reaper assignments.	4	3	Medium	6.25		6.7	Master	None			21-50	2	2.2	61-120 days	1.25	1.5
VVW3	View	Obtain the Mahjarrat aura	Unlocked in the Reaper store for 1,000 Reaper Points. It increases the damage you deal and divine location cap by 5% for one hour each day.	5	3	Medium	6.15		6.45	Master	None			21-50	2	2.2	31-60 days	1.15	1.25
5EQB	View	Upgrade a Void knight top to its Superior Elite version	The superior elite void knight top is an upgraded version of the elite void knight top which can be made by using a Void knight armour patch on an elite void knight top. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points. Elite void knight top is an upgraded version of the regular Void knight top, which becomes available upon completion of The Void Stares Back. The Elite void knight top is given for free as a quest reward. Additionally, it can be made by taking a void knight top to Commodore Tyr and asking him to upgrade it to an Elite void knight top, at a cost of 100 commendations.. You may upgrade the Elite void knight top from the quest to it's Superior elite version to complete this task.	3	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
3EQG	View	Upgrade a Void knight robe to its Superior Elite version	The Superior elite void knight robe is an upgraded version of the elite void knight robe which can be made by using a Void knight armour patch on an Elite void knight robe. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points. The Elite void knight robe is an upgraded version of regular Void knight robe which becomes available upon completion of The Void Stares Back. They are obtained by taking Void knight robe to Commodore Tyr and asking him to upgrade them to Elite void knight robe, at a cost of 100 commendations.	3	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
W7VE	View	Upgrade a Void knight deflector to its superior version	The Superior void knight deflector is an upgraded version of the void knight deflector which can be made by using a void knight armour patch on a void knight deflector. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points.	2	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
QX8R	View	Upgrade a Void knight mage helm to its superior version	The Superior void knight mage helm is an upgraded version of the void knight mage helm which can be made by using a Void knight armour patch on a void knight mage helm. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points.	2	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
EN2W	View	Upgrade a Void knight melee helm to its superior version	The Superior void knight melee helm is an upgraded version of the void knight melee helm which can be made by using a Void knight armour patch on a void knight melee helm. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points.	2	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
6EQG	View	Upgrade a Void knight ranger helm to its superior version	The Superior void knight ranger helm is an upgraded version of the void knight ranger helm which can be made by using a Void knight armour patch on a void knight ranger helm. Void knight armour patches can be purchased from Void Knights for 200 Void Knight commendation points.	2	3	Medium	6.2	Master	7.35	Grandmaster	Group content passive	1.25	1.75	6.0-10.0	1.2	1.6	8-14 days	0.75	1
NXWR	View	Obtain the Mortar Board	Unlocked upon gaining the 50th training point in Boss assistance. Points are awarded if you have more than 10 kills in the boss, and other team members have less than 10.	4	3	Medium	5.95	Elite	6.85	Master	Group content active	1.75	2.25	4.0-6.0	1.2	1.6	None	0	0
JMY8	View	Unlock the 'the Master' title	Unlocked upon gaining the 250th training point in Boss assistance. Points are awarded if you have more than 10 kills in the boss, and other team members have less than 10.	4	3	Medium	6.5	Master	7.25	Grandmaster	Group content active	1.75	2.25	11-20	1.75	2	None	0	0
NYMB	View	Have two Vitalis pets try to fight one another	For this to happen you and another player must come together, each being followed by a Vitalis pet.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
3KW9	View	Unlock all variants of the monkey greegree	There are a total of 8 variants. The bones can be obtained by killing certain types of monkeys. The only exception is the ancient gorilla, for which the required skull can only be obtained as loot from zombie implings. A real banksaver: combine your greegrees!	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
KV26	View	Upgrade Zez for the fourth time	Zez upgrades for the fourth time upon reaching 25k total Runescore.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
GE63	View	Unlock the reskinned-variant of the Miso pet	The skin for Miso is unlocked after defeating Rasial 1,000 times.	5	6	Master	6.6	Master	7	Grandmaster	None			0.76-1	0.6	1	None	0	0
WVKE	View	Hand in Rune dust to a Runesphere 25 times	The dust can be banked and any amount can be handed in to progress the achievement. Dust can only be handed in once per day.	5	4	Hard	6.2	Master	7.25	Grandmaster	Task allowance	1	1.25	0.26-0.50	0.2	0.5	15-30 days	1	1.5
9ENY	View	Spot Mod Raven in Um	Mod Raven can be found at the top of the clocktower in the City of Um on days when ravens can be found (every 13 days) after you have unlocked the Ravensworn title. Talking to him adds 25 souls to the Well of Souls.	4	4	Hard	6.5	Master	7.25	Grandmaster	None			0-0.25	0	0.25	121-182 days	2.5	3
BDWQ	View	Adopt Sheldon	Sheldon can be adopted after spying on 80 penguins around the world.	3	1	Beginner	3.05		3.7	Medium	None			1.0-2.0	0.8	1.2	61-120 days	1.25	1.5
3V8G	View	Become the Ultimate Birdwatcher by having at least 50 Penguin points at once	Peek-a-boo!	3	1	Beginner	2.8	Easy	3.7	Medium	None			1.0-2.0	0.8	1.2	15-30 days	1	1.5
Y2JK	View	Buy Mad Ramblings (1) and Mad Ramblings (2) from Barbarian Assault	The Mad Ramblings can be bought from Commander Connad for a total of 50 Honour points in any role.	1	1	Beginner	4.05	Hard	5.2	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	1-7 days	0.5	0.75
BD6G	View	Fully exhaust all gathering plots in a match of Stealing Creation	This achievement is most easily done with the "Fast Sc" discord.	1	1	Beginner	2.95	Easy	3.75	Medium	Group content active	1.75	2.25	0.26-0.50	0.2	0.5	None	0	0
9G4J	View	Obtain 1,250 rank points in Conquest	Conquest rewards commendations which can be used to buy parts of the Void knight armour sets.	3	1	Beginner	3.75	Medium	4.65	Hard	Group content active	1.75	2.25	2.0-4.0	1	1.4	None	0	0
97GV	View	Obtain 100 Soul Fragments within Soul Wars and offer them all at once to the Soul Obelisk	Soul fragments are obtained by killing jellies and pyrefiends during the minigame and offering them all at once to the Soul Obelisk at the centre of the minigame.	2	1	Beginner	3.25	Medium	4.15	Hard	Group content passive	1.25	1.75	2.0-4.0	1	1.4	None	0	0
J7K5	View	Obtain a Fighter hat	The hat can be obtained by exchanging 275 Honour Points in each role from the Barbarian Assault minigame.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
8E23	View	Obtain a Fighter torso	The torso can be obtained by exchanging 375 Honour Points in each role from the Barbarian Assault minigame, or 150 thaler with Stanley Limelight.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
YGZY	View	Obtain a Healer hat	The hat can be obtained by exchanging 275 Honour Points in each role from the Barbarian Assault minigame.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
EN7W	View	Obtain a pair of Penance gloves	These gloves can be obtained by exchanging 150 Honour Points of each role from the Barbarian Assault minigame, or 60 thaler with Stanley Limelight.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
2E28	View	Obtain a pair of Runner boots	The boots can be obtained by exchanging 100 Honour Points in each role from the Barbarian Assault minigame, or 40 thaler with Stanley Limelight.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
V8K7	View	Obtain a Penance skirt	The skirt can be obtained by exchanging 375 Honour Points in each role from the Barbarian Assault minigame, or 150 thaler with Stanley Limelight.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
RNY6	View	Obtain a Ranger hat	The hat can be obtained by exchanging 275 Honour Points in each role from the Barbarian Assault minigame.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
NZ93	View	Obtain a Runner hat	The hat can be obtained by exchanging 275 Honour Points in each role from the Barbarian Assault minigame.	2	1	Beginner	4.5	Hard	5.65	Elite	Group content active	1.75	2.25	2.0-4.0	1	1.4	8-14 days	0.75	1
RN46	View	Obtain a Void knight ranger helm	The Void knight ranger helm is obtained as a reward from the Pest Control and Conquest minigames. It can be bought from a Void Knight for 200 commendation points or bought from Stanley Limelight for 240 thaler. Players must have also have at least 42 Attack, Strength, Defence, Constitution, Ranged, Magic and 22 Prayer to buy and wear one.	1	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
RXBE	View	Obtain the Basic decorative set and sword	The set can be bought from Lanthus for 29 silver Castle Wars tickets.	1	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
ZR6Y	View	Obtain the Briefcase of disguises	The briefcase is unlocked by spying on 60 penguins around the world.	3	1	Beginner	2.95	Easy	3.45	Medium	None			1.0-2.0	0.8	1.2	31-60 days	1.15	1.25
2VYJ	View	Obtain the Castle Wars flag cape	The cape can be bought from Lanthus for 2 silver Castle Wars tickets after capturing the most flags in a game of Castle Wars.	2	1	Beginner	3.2	Medium	4.25	Hard	Group content passive	1.25	1.75	0.26-0.50	0.2	0.5	8-14 days	0.75	1
ED62	View	Obtain the Castle Wars kills cape	The cape can be bought from Lanthus for 2 silver Castle Wars tickets after achieving the highest amount of kills in a game of Castle Wars.	2	1	Beginner	3.2	Medium	4.25	Hard	Group content passive	1.25	1.75	0.26-0.50	0.2	0.5	8-14 days	0.75	1
6Q5G	View	Obtain the full Commander's Uniform	The uniform can be bought for 150 Thaler from Stanley Limelight.	2	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
GD2N	View	Obtain the full Factory outfit	The set can be bought from Brian O'Richard for 10,800 Brian points or from Stanley Limelight for 1,200 Thaler. P.S.: The mask makes rogue equipment, required for another passive, ten times as common.	4	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
3Q2G	View	Obtain the full Lord marshal's Uniform	The uniform can be bought for 150 Thaler from Stanley Limelight.	2	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
2Q48	View	Obtain the full Serjeant's Uniform	The uniform can be bought for 150 Thaler from Stanley Limelight.	2	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
D2ZR	View	Obtain the full War-chief's Uniform	The uniform can be bought for 150 Thaler from Stanley Limelight.	2	1	Beginner	4	Hard	5.15	Elite	Group content passive	1.25	1.75	2.0-4.0	1	1.4	8-14 days	0.75	1
R8N2	View	Obtain the Gud raider axe	The axe is obtained as a very rare drop from Goblin raids. The raids happen twice an hour.	3	1	Beginner	5		5.75	Elite	Drop RNG	0.5	0.75	51-100	2.25	2.5	61-120 days	1.25	1.5
NXZR	View	Obtain the Gud raider chainbody	The body is obtained as a very rare drop from Goblin raids. The raids happen twice an hour.	3	1	Beginner	5		5.75	Elite	Drop RNG	0.5	0.75	51-100	2.25	2.5	61-120 days	1.25	1.5
JM78	View	Obtain the Gud raider shield	The shield is obtained as a very rare drop from Goblin raids. The raids happen twice an hour.	3	1	Beginner	5		5.75	Elite	Drop RNG	0.5	0.75	51-100	2.25	2.5	61-120 days	1.25	1.5
8VR3	View	Obtain the Herb bag	The bag can be bought from the Herby Werby reward shop for 200 Spirit points.	1	1	Beginner	2.95	Easy	3.75	Medium	Task allowance	1	1.25	0.26-0.50	0.2	0.5	8-14 days	0.75	1
5R8M	View	Obtain the Penance master horn	This free item can be obtained from Commander Connad at Barbarian Assault after reaching level 5 in any role.	2	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
W28N	View	Obtain the Saradomin team cloak	The cape can be bought from Lanthus for 10 silver Castle Wars tickets.	1	1	Beginner	3.05		3.95	Medium	Group content passive	1.25	1.75	1.0-2.0	0.8	1.2	None	0	0
DDYV	View	Obtain the Saradomin team hood	The hood can be bought from Lanthus for 10 silver Castle Wars tickets.	1	1	Beginner	3.05		3.95	Medium	Group content passive	1.25	1.75	1.0-2.0	0.8	1.2	None	0	0
975V	View	Obtain the Zamorak team cloak	The cape can be bought from Lanthus for 10 silver Castle Wars tickets.	1	1	Beginner	3.05		3.95	Medium	Group content passive	1.25	1.75	1.0-2.0	0.8	1.2	None	0	0
BDNG	View	Obtain the Zamorak team hood	The hood can be bought from Lanthus for 10 silver Castle Wars tickets.	1	1	Beginner	3.05		3.95	Medium	Group content passive	1.25	1.75	1.0-2.0	0.8	1.2	None	0	0
3V4G	View	Play as the listed familiars in Familiarisation	Owning a full Shaman's outfit makes playing as a new familiar more likely.	5	1	Beginner	3.25		3.9	Medium	None			2.0-4.0	1	1.4	61-120 days	1.25	1.5
84RX	View	Purchase the 4 different Penance Egg paints	Each paint only needs to be purchased once, meaning the total costs is 200 points in any Barbarian Assault role. These paints can be used on the dark bow and abyssal whip.	1	1	Beginner	3.55	Medium	4.45	Hard	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	None	0	0
842M	View	Store the King and Queen help books in your PoH	The books are stored in your PoH upon defeating the Barbarian Assault King and Queen respectively.	3	1	Beginner	3.75	Medium	4.65	Hard	Group content active	1.75	2.25	2.0-4.0	1	1.4	None	0	0
YGWR	View	Unlock all abilities from Cabbage Facepunch Bonanza	Abilities can be purchased from the reward shop costing between 275 and 550 renown.	2	1	Beginner	3.25	Medium	4.15	Hard	Group content passive	1.25	1.75	2.0-4.0	1	1.4	None	0	0
JM93	View	Unlock the 'of the Goebies' title	Requires 3,000 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	4	1	Beginner	3.2	Medium	4.1	Hard	None			4.0-6.0	1.2	1.6	15-30 days	1	1.5
MBN9	View	Unlock the 'Spymaster' title	The title is unlocked by spying on 70 penguins around the world.	3	1	Beginner	3.15		3.65	Medium	None			2.0-4.0	1	1.4	31-60 days	1.15	1.25
D2JB	View	Unlock the Storm Barn and its extensions	Bought from Granny Potterington at the Player-owned Farm for 5,000 (barn deeds), 20,000 (extension 1) and 60,000 (extension 2) beans for a total of 85,000.	5	1	Beginner	3.35		3.85	Medium	None			4.0-6.0	1.2	1.6	31-60 days	1.15	1.25
WVJJ	View	Show Trevor to Granny then buy him back from her	Bought from Granny Potterington at the Player-owned Farm for 10,000 beans after completing the achievement 'Ever So Clever'. Animal trait re-rollers can be used to get the Loyal trait on your Magical Zygomite and a name re-roller to give him the name Trevor.	4	1	Beginner	3.05		3.95	Medium	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	8-14 days	0.75	1
7W88	View	Upgrade a Fighter hat to its hardened version	The hardened fighter hat is an upgraded version of the fighter hat which can be made by using a barbarian assault armour patch on a fighter hat. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
MM49	View	Upgrade a Fighter torso to its hardened version	The hardened fighter torso is an upgraded version of the fighter torso which can be made by using a barbarian assault armour patch on a fighter torso. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
B92Q	View	Upgrade a Healer hat to its hardened version	The hardened healer hat is an upgraded version of the healer hat which can be made by using a barbarian assault armour patch on a healer hat. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
4EQG	View	Upgrade a pair of Penance gloves to its hardened version	Hardened penance gloves are an upgraded version of the penance gloves which can be made by using a barbarian assault armour patch on a pair of penance gloves. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
9E8E	View	Upgrade a pair of Runner boots to its hardened version	The hardened runner boots are an upgraded version of the runner boots which can be made by using a barbarian assault armour patch on a pair of runner boots. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
ZM2Y	View	Upgrade a Penance skirt to its hardened version	The hardened penance skirt is an upgraded version of the penance skirt which can be made by using a barbarian assault armour patch on a penance skirt. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
KKZ7	View	Upgrade a Ranger hat to its hardened version	The hardened ranger hat is an upgraded version of the ranger hat which can be made by using a barbarian assault armour patch on a ranger hat. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
GG7B	View	Upgrade a Runner hat to its hardened version	The hardened runner hat is an upgraded version of the runner hat which can be made by using a barbarian assault armour patch on a runner hat. Barbarian assault armour patches can be purchased from Commander Connad for 100 Honour points in any role.	3	1	Beginner	4.3	Hard	5.45	Elite	Group content active	1.75	2.25	1.0-2.0	0.8	1.2	8-14 days	0.75	1
RXYG	View	Win a Pest Control game after repairing all Barricades to full	This can be done at any difficulty. Ask in the Clan chat or Discord server if anyone wants to help.	1	1	Beginner	2.45	Easy	3.25	Medium	Group content passive	1.25	1.75	0.26-0.50	0.2	0.5	None	0	0
4Q3G	View	Breed an Evil chicken	When a male and a female chicken spend a lot of time together, and they really like each other, the cock might decide to do something evil.	3	2	Easy	3		3.75	Medium	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
78XR	View	Complete the Cow breeding log	Completing the log requires all variants of the species to be bred, shinies included.	4	2	Easy	3.2	Medium	4	Hard	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
G75R	View	Complete the Frog breeding log	Completing the log requires all variants of the species to be bred, shinies included.	4	2	Easy	3.2	Medium	4	Hard	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
3QZX	View	Complete the Sheep breeding log	Completing the log requires all variants of the species to be bred, shinies included.	3	2	Easy	3.2	Medium	4	Hard	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
XVZ2	View	Construct the Breeding pen on the Ranch Out of Time	Bought from Prehistoric Potterington at the Ranch Out of Time for 1,000 beans. Requires 42 Farming to buy the pen deed and 55 Construction alongside 100,000 wood, vines and stone from the Anachronia base camp to build the pen.	2	2	Easy	3.5	Medium	4.25	Hard	Task allowance	1	1.25	0-0.25	0	0.25	1-7 days	0.5	0.75
Y2ZR	View	Obtain the Helm of Little Kings	The Mask of Reflection can be bought from the Shattered Worlds shop for 3,500,000 Anima. 500 Basilisks must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 40 to harm.	2	2	Easy	3.6	Medium	4.25	Hard	Task allowance	1	1.25	0.76-1	0.6	1	None	0	0
97KV	View	Obtain the Helm of the Dagannoth	The Mask of the Dagannoth can be bought from the Shattered Worlds shop for 40,000,000 Anima. 1,000 Dagannoth must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000.	2	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
2V2D	View	Obtain the Helm of the Dead Hand	The Mask of Broken Fingers can be bought from the Shattered Worlds shop for 500,000 Anima. 100 Crawling hands must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 5 to harm.	2	2	Easy	3.2		3.75	Medium	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
ED83	View	Obtain the Helm of the Troll	The Mask of the Troll can be bought from the Shattered Worlds shop for 100,000 Anima. 100 Trolls must be killed to upgrade the mask to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it.	2	2	Easy	3.2		3.75	Medium	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
XEMV	View	Obtain the Jellyhead	The Mask of Gelatin can be bought from the Shattered Worlds shop for 5,500,000 Anima. 600 Jellies must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it. They require a Slayer level of 52 to harm.	2	2	Easy	3.8	Medium	4.45	Hard	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
JXBM	View	Put your basic decorative armour on display in the skill hall of your Player-owned house	This requires the basic decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	1	2	Easy	3.75	Medium	4.75	Hard	Group content passive	1.25	1.75	0-0.25	0	0.25	1-7 days	0.5	0.75
RMGX	View	Put your detailed decorative armour on display in the skill hall of your Player-owned house	This requires the detailed decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	3	2	Easy	4.5	Hard	5.5	Elite	Group content passive	1.25	1.75	0-0.25	0	0.25	61-120 days	1.25	1.5
YR4D	View	Put your intricate decorative armour on display in the skill hall of your Player-owned house	This requires the intricate decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	4	2	Easy	5.75	Elite	7	Grandmaster	Group content passive	1.25	1.75	0-0.25	0	0.25	121-182 days	2.5	3
8K44	View	Put your profound decorative armour on display in the skill hall of your Player-owned house	This requires the profound decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	5	2	Easy	9.25		11	God	Group content passive	1.25	1.75	0-0.25	0	0.25	1 year +	6	7
982B	View	Unlock access to the bank at the waterfall on Mazcab	Requires 1,500 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	2	2	Easy	3.6	Medium	4.5	Hard	None			0.76-1	0.6	1	15-30 days	1	1.5
JBKJ	View	Unlock the 'the Iceborn' title	Defeat the Arch-Glacor at 500% enrage. Good luck.	5	4	Hard	5.2		5.75	Elite	PvM Profficiency	1	1.25	0.26-0.50	0.2	0.5	None	0	0
Z27X	View	Unlock the 'the Reputable' title	Requires 1,250 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	2	2	Easy	3.55	Medium	4.2	Hard	None			1.0-2.0	0.8	1.2	8-14 days	0.75	1
4QWE	View	Unlock the ability to place your house on Mazcab	Requires 1,750 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	2	2	Easy	3.8	Medium	4.7	Hard	None			1.0-2.0	0.8	1.2	15-30 days	1	1.5
XV2Y	View	Unlock the second batch of fast travel routes on Mazcab	Requires 2,000 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	3	2	Easy	3.8	Medium	4.7	Hard	None			1.0-2.0	0.8	1.2	15-30 days	1	1.5
M4KQ	View	Unlock the Supply Discount+ at the Mazcab Emergency Merchants	Requires 1,000 reputation on Mazcab. Up to 90 reputation can be gained per day - 45 from Trinks' tasks and 45 from a complete Nemi Forest run.	2	2	Easy	3.35	Medium	4	Hard	None			0.76-1	0.6	1	8-14 days	0.75	1
369D	View	Hear all of Thalmund's tales	Thalmund has 7 tales to tell, and will tell you one tale a week when he appears on Wednesdays. Why not check out his stock while you're there?	2	2	Easy	3.15		3.5	Medium	None			0-0.25	0	0.25	31-60 days	1.15	1.25
MG6V	View	Check out the School of Jewels	A Crafting level of 79 is required.	5	4	Hard	4.75	Hard	5.25	Elite	None			0-0.25	0	0.25	8-14 days	0.75	1
4QM2	View	Die by the Blade!	Get killed by a Hanto sellsword in the Temple of Aminishi. Not safe for hardcores! Ensure you have an extra life.	3	4	Hard	4.2		4.5	Hard	None			0.26-0.50	0.2	0.5	None	0	0
RGWW	View	Don't skip a towers puzzle	Solve a towers puzzle while completing master clue scrolls.	2	4	Hard	4.2		4.5	Hard	None			0.26-0.50	0.2	0.5	None	0	0
